time,Wind Speed (m/s),wind energy,Wind Direction (°),LV ActivePower (kW)
01/01/2018 16:00,10.64752007,3133.259224,224.680603,2812.279053
01/01/2018 16:10,9.982661247,2781.274041,225.5195007,2530.447021
01/01/2018 16:20,9.874385834,2711.492458,227.2738037,2399.121094
01/01/2018 16:30,9.785479546,2651.341009,229.2554932,2335.587891
01/01/2018 16:40,9.614232063,2527.945451,230.7368927,2341.133057
01/01/2018 16:50,9.618504524,2531.14794,229.490799,2391.8479
01/01/2018 17:00,9.098683357,2207.79282,223.960907,2118.389893
01/01/2018 17:10,8.677425385,1938.478601,219.7937012,1866.845947
01/01/2018 17:20,8.774898529,2000.011716,219.0449066,1865.619019
01/01/2018 17:30,8.689981461,1946.373955,215.3352051,1862.447998
01/01/2018 17:40,8.631073952,1909.416256,216.2799988,1884.119019
01/01/2018 17:50,8.614569664,1899.100734,214.5290985,1855.776978
01/01/2018 18:00,9.21884346,2285.917032,212.1799011,1958.133057
01/01/2018 18:10,10.04951954,2822.50949,210.3085938,2228.24292
01/01/2018 18:20,10.31871033,2974.866796,210.5881042,2529.291016
01/01/2018 18:30,10.76675987,3183.72246,207.4813995,2788.25708
01/01/2018 18:40,10.55825043,3093.110672,208.5518951,2692.929932
01/01/2018 18:50,10.25072002,2938.394607,208.0106964,2535.353027
01/01/2018 19:00,10.46477032,3048.823833,205.7528992,2584.665039
01/01/2018 19:10,11.39078045,3393.645541,200.6542969,2960.183105
01/01/2018 19:20,11.56554031,3437.597135,198.1242981,3062.978027
01/01/2018 19:30,11.2802496,3362.668742,198.5381927,3024.39209
01/01/2018 19:40,11.33677959,3378.826271,200.4904022,3187.9729
01/01/2018 19:50,11.80463982,3488.248491,199.2469025,3387.228027
01/01/2018 20:00,11.3635397,3386.244486,199.8054962,3209.018066
01/01/2018 20:10,11.63259029,3452.881108,198.2677002,3272.665039
01/01/2018 20:20,11.44476032,3407.867876,195.6320038,3209.698975
01/01/2018 20:30,11.27190018,3360.225775,196.6611023,3134.518066
01/01/2018 20:40,11.05900955,3292.880925,196.5158997,2977.824951
01/01/2018 20:50,12.10377979,3537.173706,198.2570038,3431.772949
01/01/2018 21:00,12.92813969,3597.469467,201.5825958,3604.209961
01/01/2018 21:10,13.31941986,3600,201.9421997,3601.327881
01/01/2018 21:20,13.12152004,3600,203.5077972,3604.426025
01/01/2018 21:30,13.23544979,3600,202.6929932,3604.391113
01/01/2018 21:40,13.23589993,3600,202.9362946,3604.337891
01/01/2018 21:50,13.02956009,3600,201.2539063,3554.687988
01/01/2018 22:00,12.96393967,3597.794635,201.3408966,3479.407959
01/01/2018 22:10,12.90295029,3597.13106,200.9795074,3472.333008
01/01/2018 22:20,12.76634026,3593.704942,200.9960022,3491.510986
01/01/2018 22:30,12.89834976,3597.059449,200.5142059,3536.989014
01/01/2018 22:40,12.74211025,3592.814313,202.8952942,3528.658936
01/01/2018 22:50,12.31826019,3562.990095,202.841095,3581.540039
01/01/2018 23:00,12.41880989,3572.556143,202.4118042,3570.079102
01/01/2018 23:10,12.54298973,3582.204643,201.6253052,3597.604004
01/01/2018 23:20,12.67599964,3589.945634,199.3220978,3441.025879
01/01/2018 23:30,13.00304985,3600,197.1307068,3373.969971
01/01/2018 23:40,13.29767036,3600,196.4936066,3369.812988
01/01/2018 23:50,12.84405994,3595.984792,195.3150024,3375.903076
01/02/2018 0:00,7.304613113,1159.231176,209.4839935,1048.959961
01/02/2018 0:10,7.163776875,1091.452072,212.3473969,979.9608765
01/02/2018 0:20,7.075486183,1050.334964,212.8506927,969.8032837
01/02/2018 0:30,7.054255009,1040.600521,213.9828949,986.7078247
01/02/2018 0:40,7.665124893,1344.459008,212.5735931,1254.062012
01/02/2018 0:50,8.378613472,1753.688825,209.0863037,1531.854004
01/02/2018 1:00,8.544137955,1855.280965,208.184494,1647.985962
01/02/2018 1:10,8.891946793,2074.580105,205.9474945,1759.162964
01/02/2018 1:20,9.467797279,2448.846964,203.7812958,2070.001953
01/02/2018 1:30,9.986474037,2783.663218,203.6071014,2349.626953
01/02/2018 1:40,10.44132996,3037.350769,204.3928986,2598.861084
01/02/2018 1:50,10.94509029,3252.708652,203.9580994,2881.657959
01/02/2018 2:00,11.72762012,3473.090795,202.5207977,3278.031006
01/02/2018 2:10,11.75205994,3478.017803,202.4127045,3298.879883
01/02/2018 2:20,11.87014961,3500.298621,200.9669037,3318.629883
01/02/2018 2:30,12.08732986,3534.881664,202.1286011,3448.175049
01/02/2018 2:40,12.67918968,3590.098867,200.5581055,3577.952881
01/02/2018 2:50,13.12724018,3600,201.0939026,3598.479004
01/02/2018 3:00,13.74808979,3600,202.2044983,3603.194092
01/02/2018 3:10,13.72381973,3600,203.1799011,3600.871094
01/02/2018 3:20,13.59587955,3600,202.3343964,3601.156982
01/02/2018 3:30,13.71520996,3600,203.5948944,3603.072998
01/02/2018 3:40,14.17415047,3600,204.0202942,3603.434082
01/02/2018 3:50,14.17166996,3600,203.6992035,3603.688965
01/02/2018 4:00,14.29284954,3600,204.9118958,3603.565918
01/02/2018 4:10,14.14015007,3600,202.5325928,3603.702881
01/02/2018 4:20,14.28324986,3600,202.1473999,3603.653076
01/02/2018 4:30,14.82180023,3600,201.5968018,3603.493896
01/02/2018 4:40,15.29409027,3600,201.7133942,3603.208008
01/02/2018 4:50,15.58183002,3600,203.1217957,3603.63501
01/02/2018 5:00,15.62203026,3600,203.9456024,3603.666016
01/02/2018 5:10,15.81826019,3600,199.5753937,3603.336914
01/02/2018 5:20,16.00909996,3600,199.5697021,3603.485107
01/02/2018 5:30,16.1455307,3600,200.8858032,3603.542969
01/02/2018 5:40,16.0315609,3600,199.8905945,3603.52002
01/02/2018 5:50,16.07241058,3600,198.5585022,3603.375977
01/02/2018 6:00,16.42658043,3600,202.6036072,3603.138916
01/02/2018 6:10,16.27462006,3600,203.5059967,3603.150879
01/02/2018 6:20,16.02776909,3600,202.8256073,3603.290039
01/02/2018 6:30,15.90668964,3600,203.6990051,3603.354004
01/02/2018 6:40,15.98458004,3600,200.8560028,3603.110107
01/02/2018 6:50,16.3017292,3600,198.8733063,3603.070068
01/02/2018 7:00,16.74374008,3600,200.1053925,3603.290039
01/02/2018 7:10,16.08974075,3600,197.8199005,3602.888916
01/02/2018 7:20,15.55249977,3600,197.1560974,3603.104004
01/02/2018 7:30,14.95512009,3600,197.184906,3602.660889
01/02/2018 7:40,15.84657955,3600,200.2268066,3601.916992
01/02/2018 7:50,13.45890045,3600,195.0491943,3582.168945
01/02/2018 8:00,10.7768898,3187.846549,194.602005,3127.727051
01/02/2018 8:10,14.73614025,3600,197.5263977,3591.183105
01/02/2018 8:20,14.88064957,3600,198.0823975,3602.562988
01/02/2018 8:30,14.16022968,3600,194.9118042,3601.860107
01/02/2018 8:40,14.11410999,3600,193.8336945,3595.912109
01/02/2018 8:50,13.72568989,3600,194.1197052,3595.168945
01/02/2018 9:00,13.63955021,3600,194.633194,3590.108887
01/02/2018 9:10,14.22426987,3600,191.9161987,3592.2229
01/02/2018 9:20,13.10842037,3600,192.2505035,3451.397949
01/02/2018 9:30,12.96125984,3597.776612,192.2577972,3524.693115
01/02/2018 9:40,13.69501972,3600,191.0666962,3591.820068
01/02/2018 9:50,11.54627991,3433.047287,189.9185028,3249.639893
01/02/2018 10:00,13.26651955,3600,187.8395996,3528.270996
01/02/2018 10:10,14.07551956,3600,190.8892059,3520.330078
01/02/2018 10:20,13.90579987,3600,188.0397034,3592.537109
01/02/2018 10:30,14.20102024,3600,188.5979004,3590.076904
01/02/2018 10:40,13.78652954,3600,187.510498,3598.303955
01/02/2018 10:50,13.05255032,3600,192.8634949,3547.341064
01/02/2018 11:00,12.95417023,3597.724007,194.9064026,3592.822021
01/02/2018 11:10,11.47591019,3415.809799,194.1797943,3227.930908
01/02/2018 11:20,11.94305038,3512.815335,202.0444946,3401.683105
01/02/2018 11:30,11.58664989,3442.501706,203.3744965,3332.659912
01/02/2018 11:40,13.2282896,3600,207.7288971,3519.195068
01/02/2018 11:50,14.46080017,3600,210.713501,3603.042969
01/02/2018 12:00,13.58191013,3600,208.0146942,3602.541016
01/02/2018 12:10,14.98604012,3600,210.3809052,3580.521973
01/02/2018 12:20,15.52534962,3600,206.4942932,3602.681885
01/02/2018 12:30,14.29419994,3600,202.6287994,3602.941895
01/02/2018 12:40,13.24092007,3600,204.8963928,3567.235107
01/02/2018 12:50,14.08401012,3600,207.8894958,3593.980957
01/02/2018 13:00,13.1743803,3600,204.365097,3502.676025
01/02/2018 13:10,12.90340996,3597.138048,202.4588013,3572.605957
01/02/2018 13:20,12.34185028,3565.377249,204.8296967,3453.524902
01/02/2018 13:30,12.17714024,3546.848195,204.2615051,3514.4729
01/02/2018 13:40,11.90120983,3505.74554,210.1967926,3310.069092
01/02/2018 13:50,12.11209965,3538.315745,211.2897949,3497.3479
01/02/2018 14:00,12.27756977,3558.664596,212.199707,3462.13501
01/02/2018 14:10,11.68010044,3463.195518,211.8457031,3308.635986
01/02/2018 14:20,11.94764042,3513.57234,215.1009064,3345.438965
01/02/2018 14:30,11.71805,3471.131563,213.4488983,3409.305908
01/02/2018 14:40,12.39025974,3570.001145,216.3565979,3542.572998
01/02/2018 14:50,11.47132015,3414.651631,211.5765991,3285.303955
01/02/2018 15:00,13.90285015,3600,214.0041046,3601.284912
01/02/2018 15:10,14.28260994,3600,214.0348969,3603.0271
01/02/2018 15:20,13.50732994,3600,212.614502,3582.74707
01/02/2018 15:30,14.51453018,3600,214.0254059,3599.788086
01/02/2018 15:40,14.61207008,3600,213.8889008,3597.698975
01/02/2018 15:50,16.34477997,3600,217.1728058,3602.436035
01/02/2018 16:00,15.7329998,3600,217.4904022,3602.727051
01/02/2018 16:10,14.67728996,3600,214.2799988,3602.312988
01/02/2018 16:20,15.40987968,3600,215.7991943,3602.960938
01/02/2018 16:30,16.18814087,3600,216.1325989,3602.610107
01/02/2018 16:40,15.13405037,3600,210.9501953,3602.772949
01/02/2018 16:50,15.96313953,3600,208.0110016,3602.85791
01/02/2018 17:00,16.93906975,3600,208.6860046,3602.729004
01/02/2018 17:10,18.45926094,3600,209.7041016,3602.187988
01/02/2018 17:20,18.22701073,3600,210.2669983,3602.148926
01/02/2018 17:30,18.37099075,3600,204.6175995,3602.106934
01/02/2018 17:40,17.82807922,3600,199.8101959,3602.406006
01/02/2018 17:50,17.92086983,3600,196.9920044,3602.391113
01/02/2018 18:00,17.54693031,3600,193.3386993,3602.100098
01/02/2018 18:10,17.58315086,3600,193.4232025,3602.349121
01/02/2018 18:20,18.20268059,3600,193.0623016,3602.334961
01/02/2018 18:30,18.7849102,3600,192.7597961,3602.172119
01/02/2018 18:40,19.65395927,3600,193.8430939,3602.589111
01/02/2018 18:50,18.77857971,3600,193.0621948,3602.549072
01/02/2018 19:00,18.63231087,3600,190.6407928,3602.971924
01/02/2018 19:10,18.07914925,3600,191.1580048,3602.670898
01/02/2018 19:20,17.45800018,3600,193.5287018,3602.770996
01/02/2018 19:30,16.67737007,3600,192.6340027,3602.670898
01/02/2018 19:40,15.66804981,3600,196.2006073,3602.818115
01/02/2018 19:50,15.39078045,3600,196.3460999,3602.593018
01/02/2018 20:00,17.05507088,3600,197.2608032,3496.166016
01/02/2018 20:10,17.16139984,3600,196.3302002,3602.954102
01/02/2018 20:20,17.87846947,3600,196.5238037,3602.615967
01/02/2018 20:30,18.5248394,3600,197.9624023,3602.572021
01/02/2018 20:40,18.44515991,3600,196.3417969,3602.679932
01/02/2018 20:50,18.79821014,3600,194.5346985,3602.883057
01/02/2018 21:00,19.20457077,3600,197.1959076,3603.309082
01/02/2018 21:10,18.74267006,3600,197.2131042,3602.895996
01/02/2018 21:20,18.86220932,3600,195.9020996,3602.858887
01/02/2018 21:30,19.67931938,3600,195.9850006,3602.99707
01/02/2018 21:40,20.14814949,3600,196.7333069,3603.049072
01/02/2018 21:50,19.75909996,3600,197.9869995,3602.631104
01/02/2018 22:00,20.57554054,3600,201.1773987,3602.606934
01/02/2018 22:10,20.71032906,3600,200.9073944,3602.685059
01/02/2018 22:20,21.10598946,3600,202.4053955,3602.537109
01/02/2018 22:30,21.75333977,3600,200.9559937,3602.548096
01/02/2018 22:40,21.37599945,3600,199.3271942,3602.428955
01/02/2018 22:50,21.92576027,3600,200.6607056,3602.221924
01/02/2018 23:00,21.44915962,3600,198.8713074,3602.220947
01/02/2018 23:10,19.33621025,3600,197.8529968,3601.811035
01/02/2018 23:20,18.75452995,3600,197.7801056,3601.795898
01/02/2018 23:30,19.32184982,3600,198.8005981,3602.351074
01/02/2018 23:40,18.7791996,3600,197.2366028,3602.604004
01/02/2018 23:50,19.38499069,3600,197.3475037,3602.594971
01/03/2018 0:00,4.684497833,262.1063485,51.16915894,3566.873151
01/03/2018 0:10,4.377705097,196.5529345,37.42440033,3531.15133
01/03/2018 0:20,3.969310999,122.183057,26.12659073,3495.42951
01/03/2018 0:30,4.819458961,292.8539125,37.09207916,3459.70769
01/03/2018 0:40,5.434207916,450.2712378,32.17700958,3423.985869
01/03/2018 0:50,5.599915981,498.20707,28.51563072,3388.264049
01/03/2018 1:00,5.864426136,580.2009552,29.60561943,3352.542229
01/03/2018 1:10,5.481966019,463.8270337,28.33992004,3316.820408
01/03/2018 1:20,6.521284103,814.3416035,17.44741058,3281.098588
01/03/2018 1:30,6.490253925,802.1838767,20.35493088,3245.376768
01/03/2018 1:40,5.627789021,506.5230177,13.61201954,3209.654947
01/03/2018 1:50,6.324977875,739.2130885,13.62992954,3173.933127
01/03/2018 2:00,6.398347855,766.7986785,15.33036995,3138.211307
01/03/2018 2:10,6.573998928,835.2417804,14.82542992,3102.489486
01/03/2018 2:20,5.205535889,388.1445988,17.14012909,3066.767666
01/03/2018 2:30,5.354609013,428.1316007,21.3938694,3031.045846
01/03/2018 2:40,3.922697067,113.6358964,24.99312973,2995.324026
01/03/2018 2:50,4.314087868,183.6510266,20.75826073,2959.602205
01/03/2018 3:00,4.138027191,149.060115,17.09543037,2923.880385
01/03/2018 3:10,3.667910099,73.0614352,26.41452026,2888.158565
01/03/2018 3:20,3.935327053,115.9174014,11.82252026,2852.436744
01/03/2018 3:30,3.350229979,37.02024234,30.64281082,2816.714924
01/03/2018 3:40,4.177535057,156.6854803,48.95587158,2780.993104
01/03/2018 3:50,3.680429935,74.8125497,38.61148071,2745.271283
01/03/2018 4:00,3.645895958,70.04319773,61.27421188,2709.549463
01/03/2018 4:10,3.434448004,45.00194156,48.56887054,2673.827643
01/03/2018 4:20,3.466011047,48.28565722,50.19766998,2638.105822
01/03/2018 4:30,3.990525961,126.1881651,45.18238068,2602.384002
01/03/2018 4:40,3.803633928,93.38248496,46.21902084,2566.662182
01/03/2018 4:50,4.069724083,136.0541513,15.97883987,2530.940361
01/03/2018 5:00,4.180127144,157.1884651,24.47193909,2495.218541
01/03/2018 5:10,4.345411777,189.9758297,21.90685081,2459.496721
01/03/2018 5:20,3.98368597,124.8889981,35.03499985,2423.7749
01/03/2018 5:30,3.824911118,96.83542391,46.22673035,2388.05308
01/03/2018 5:40,3.386888027,40.35500452,50.10317993,2352.33126
01/03/2018 5:50,3.117675066,20.8733958,45.44493866,2316.609439
01/03/2018 6:00,3.779800892,89.60078302,53.01408005,2280.887619
01/03/2018 6:10,3.512397051,53.40076465,49.68439865,2245.165799
01/03/2018 6:20,3.55685997,58.62696115,56.42823029,2209.443978
01/03/2018 6:30,2.768383026,58.52558873,54.86968994,2173.722158
01/03/2018 6:40,3.555183887,58.42421631,72.92475891,2138.000338
01/03/2018 6:50,2.467669964,56.99414523,80.05375671,2102.278517
01/03/2018 7:00,1.502225995,55.56407414,70.05116272,2066.556697
01/03/2018 7:10,1.335093975,54.13400306,20.89188004,2030.834877
01/03/2018 7:20,1.507913947,52.70393198,44.47737122,1995.113056
01/03/2018 7:30,1.495918989,51.27386089,65.81115723,1959.391236
01/03/2018 7:40,1.522688031,49.84378981,68.47799683,1923.669416
01/03/2018 7:50,0.914517283,48.41371872,87.36715698,1887.947596
01/03/2018 8:00,0.700203478,46.98364764,62.35406113,1852.225775
01/03/2018 8:10,1.109379053,45.55357656,62.71846008,1816.503955
01/03/2018 8:20,1.434409022,44.12350547,170.0066071,1780.782135
01/03/2018 8:30,1.746626973,42.69343439,176.0767059,1745.060314
01/03/2018 8:40,2.519784927,41.26336331,144.5903015,1709.338494
01/03/2018 8:50,2.992203951,39.83329222,197.0908966,1673.616674
01/03/2018 9:00,2.85493803,38.40322114,188.2411041,1637.894853
01/03/2018 9:10,2.366580009,36.97315005,201.0072021,1602.173033
01/03/2018 9:20,3.333187103,35.54307897,213.6165924,1566.451213
01/03/2018 9:30,3.677329063,74.37650284,205.7559967,1530.729392
01/03/2018 9:40,3.722282887,80.84845782,199.6152039,1495.007572
01/03/2018 9:50,4.541118145,230.754114,214.0959015,1459.285752
01/03/2018 10:00,4.108724117,143.4532874,214.4813995,1423.563931
01/03/2018 10:10,3.635420084,68.63413734,200.4765015,1387.842111
01/03/2018 10:20,3.344899893,36.55327145,189.0690002,1352.120291
01/03/2018 10:30,4.075325012,137.1123981,193.2523041,1316.39847
01/03/2018 10:40,3.003505945,16.11317358,183.8968964,1280.67665
01/03/2018 10:50,4.45563221,212.6671284,189.8912964,1244.95483
01/03/2018 11:00,4.670608997,259.0115793,195.5802002,1209.233009
01/03/2018 11:10,4.191781998,159.4541859,197.3401031,1173.511189
01/03/2018 11:20,5.131960869,369.091994,199.2165985,1137.789369
01/03/2018 11:30,4.757643223,278.6167066,194.8401031,1102.067548
01/03/2018 11:40,4.211825848,163.3666961,203.6067963,1066.345728
01/03/2018 11:50,4.027423859,128.1083336,190.2380066,1030.623908
01/03/2018 12:00,3.798028946,92.48494215,195.983902,994.9020874
01/03/2018 12:10,3.60788393,65.01411557,200.1685028,959.1802671
01/03/2018 12:20,3.127506018,21.38081533,199.9730072,923.4584468
01/03/2018 12:30,3.309792995,33.59111186,200.7306976,887.7366265
01/03/2018 12:40,2.91533494,113.4619534,187.6325073,852.0148062
01/03/2018 12:50,4.361929893,193.332795,173.2537994,816.2929858
01/03/2018 13:00,4.440526962,209.5162588,178.7026062,780.5711655
01/03/2018 13:10,4.19259882,159.6132321,190.4902039,744.8493452
01/03/2018 13:20,3.591486931,62.91612494,200.5487061,709.1275249
01/03/2018 13:30,4.589199066,241.1226101,189.5381927,673.4057045
01/03/2018 13:40,4.261725903,173.1962339,182.9138947,637.6838842
01/03/2018 13:50,4.509977818,224.1146588,185.1790924,601.9620639
01/03/2018 14:00,4.506061077,223.2837285,183.1325073,566.2402436
01/03/2018 14:10,5.141982079,371.6612035,186.8800049,530.5184232
01/03/2018 14:20,5.747825146,543.1976655,182.6378021,494.7966029
01/03/2018 14:30,5.373491764,433.3329738,183.4351044,459.0747826
01/03/2018 14:40,5.018233776,340.4916999,190.2153931,423.3529623
01/03/2018 14:50,5.482956886,464.1104804,196.3321075,387.631142
01/03/2018 15:00,5.693935871,526.5580662,196.3130035,351.9093216
01/03/2018 15:10,6.016439915,629.5509517,196.2059937,316.1875013
01/03/2018 15:20,5.75818491,546.4295933,194.3551025,280.465681
01/03/2018 15:30,5.654818058,514.6584477,199.9539032,244.7438607
01/03/2018 15:40,6.354059219,750.0770909,203.2684021,209.0220403
01/03/2018 15:50,7.569488049,1293.948508,205.7687073,173.30022
01/03/2018 16:00,8.194876671,1643.490688,199.6759033,137.5783997
01/03/2018 16:10,8.584049225,1880.071449,200.1694031,284.2168884
01/03/2018 16:20,8.67669487,1938.019541,201.2303925,396.6679077
01/03/2018 16:30,9.194405556,2269.994282,203.5567017,725.6403809
01/03/2018 16:40,9.330274582,2358.703787,205.7207031,1528.517944
01/03/2018 16:50,9.299724579,2338.72149,208.824707,1821.39502
01/03/2018 17:00,8.673816681,1936.211185,210.1060028,1731.375
01/03/2018 17:10,9.237607002,2298.153182,212.0554962,1947.654053
01/03/2018 17:20,9.655900002,2558.904067,213.5473938,2061.914063
01/03/2018 17:30,9.439748764,2430.44089,209.4680939,2111.23999
01/03/2018 17:40,9.441122055,2431.341869,208.0222931,2147.1521
01/03/2018 17:50,9.661714554,2563.175815,203.7037964,2277.9021
01/03/2018 18:00,9.889401436,2721.395165,201.2978973,2512.01709
01/03/2018 18:10,10.59867001,3111.54494,198.4602966,2713.668945
01/03/2018 18:20,11.0479002,3289.093154,199.8746948,2848.50293
01/03/2018 18:30,10.22572994,2924.654198,199.5397034,2560.510986
01/03/2018 18:40,10.18402958,2901.319299,201.8134003,2604.457031
01/03/2018 18:50,10.38185978,3007.568043,204.709198,2786.439941
01/03/2018 19:00,10.41866016,3026.112411,202.9911041,2886.14209
01/03/2018 19:10,11.03386974,3284.269703,201.8442993,3228.114014
01/03/2018 19:20,11.35653019,3384.315571,205.0209045,3298.464111
01/03/2018 19:30,11.75566006,3478.734332,207.2848969,3451.975098
01/03/2018 19:40,11.21907043,3344.427015,210.565506,3225.177002
01/03/2018 19:50,11.15165043,3323.397827,209.6587982,3199.35791
01/03/2018 20:00,11.04689026,3288.747435,207.4835968,3107.228027
