time,LV ActivePower (kW),Wind Speed (m/s),wind energy,Wind Direction (°)
1/1/2018 9:40,711.4956055,6.111453056,662.235163,220.8426056
1/1/2018 9:50,838.1519165,6.456322193,789.0114224,237.0653076
1/1/2018 10:00,881.0620728,6.666657925,872.7396259,235.6674957
1/1/2018 10:10,663.703125,6.16287899,680.3278917,229.3296967
1/1/2018 10:20,578.2615967,6.013167858,628.4425608,234.9006042
1/1/2018 10:30,465.6200867,5.561203003,486.7795676,230.4228058
1/1/2018 10:40,311.0509033,4.960731983,326.4110254,229.5375061
1/1/2018 10:50,230.0554962,4.60387516,244.3162442,231.7984924
1/1/2018 11:00,233.9906006,4.554533958,233.6327805,234.1056061
1/1/2018 11:10,175.5921936,4.26362896,173.5736631,228.7767029
1/1/2018 11:20,118.1331024,3.894139051,108.5712211,227.9389954
1/1/2018 11:30,142.2024994,4.038761139,130.2299896,224.4649963
1/1/2018 11:40,212.5661926,4.505650997,223.1967841,224.9505005
1/1/2018 11:50,222.6100006,4.543397903,231.2425073,229.127594
1/1/2018 12:00,194.1811981,4.323760986,185.5984796,227.0399933
1/1/2018 12:10,82.64074707,3.634437084,68.5028198,230.3146057
1/1/2018 12:20,75.8952179,3.705512047,78.39616535,233.9532928
1/1/2018 12:30,41.94723892,3.253968,29.28695563,233.0659027
1/1/2018 12:40,118.5345993,3.775136948,88.87136533,227.7534943
1/1/2018 12:50,250.7559052,4.693500996,264.1192574,229.8966064
1/1/2018 13:00,346.8644104,5.002939224,336.7219982,235.2794952
1/1/2018 13:10,416.4179077,5.364749908,430.921089,235.5852966
1/1/2018 13:20,331.9414978,5.016181946,339.9849402,229.9429016
1/1/2018 13:30,583.4799194,5.970407963,615.0556308,235.6952972
1/1/2018 13:40,776.5526733,6.655520916,868.1808449,241.4573975
1/1/2018 13:50,752.7263794,6.600903988,846.0294095,242.7821045
1/1/2018 14:00,589.0731201,5.981378078,618.7314427,234.9844055
1/1/2018 14:10,1109.128052,7.424593925,1219.199787,235.1472931
1/1/2018 14:20,1482.459961,8.186451912,1638.508909,238.4790955
1/1/2018 14:30,1523.430054,8.27493,1691.147039,237.0332031
1/1/2018 14:40,1572.170044,8.449202538,1796.76309,238.3323975
1/1/2018 14:50,1698.939941,8.575974464,1875.047197,235.6414032
1/1/2018 15:00,1616.845947,8.282259941,1695.538777,236.4613953
1/1/2018 15:10,1796.823975,8.734552383,1974.4758,234.3547974
1/1/2018 15:20,1885.860962,8.764103889,1993.170712,231.0016022
1/1/2018 15:30,2327.511963,9.669431686,2568.827129,227.6000977
1/1/2018 15:40,2499.162109,10.14109039,2876.753616,227.7315979
1/1/2018 15:50,2820.512939,10.77241993,3186.029883,225.2763977
1/1/2018 16:00,2812.279053,10.64752007,3133.259224,224.680603
1/1/2018 16:10,2530.447021,9.982661247,2781.274041,225.5195007
1/1/2018 16:20,2399.121094,9.874385834,2711.492458,227.2738037
1/1/2018 16:30,2335.587891,9.785479546,2651.341009,229.2554932
1/1/2018 16:40,2341.133057,9.614232063,2527.945451,230.7368927
1/1/2018 16:50,2391.8479,9.618504524,2531.14794,229.490799
1/1/2018 17:00,2118.389893,9.098683357,2207.79282,223.960907
1/1/2018 17:10,1866.845947,8.677425385,1938.478601,219.7937012
1/1/2018 17:20,1865.619019,8.774898529,2000.011716,219.0449066
1/1/2018 17:30,1862.447998,8.689981461,1946.373955,215.3352051
1/1/2018 17:40,1884.119019,8.631073952,1909.416256,216.2799988
1/1/2018 17:50,1855.776978,8.614569664,1899.100734,214.5290985
1/1/2018 18:00,1958.133057,9.21884346,2285.917032,212.1799011
1/1/2018 18:10,2228.24292,10.04951954,2822.50949,210.3085938
1/1/2018 18:20,2529.291016,10.31871033,2974.866796,210.5881042
1/1/2018 18:30,2788.25708,10.76675987,3183.72246,207.4813995
1/1/2018 18:40,2692.929932,10.55825043,3093.110672,208.5518951
1/1/2018 18:50,2535.353027,10.25072002,2938.394607,208.0106964
1/1/2018 19:00,2584.665039,10.46477032,3048.823833,205.7528992
1/1/2018 19:10,2960.183105,11.39078045,3393.645541,200.6542969
1/1/2018 19:20,3062.978027,11.56554031,3437.597135,198.1242981
1/1/2018 19:30,3024.39209,11.2802496,3362.668742,198.5381927
1/1/2018 19:40,3187.9729,11.33677959,3378.826271,200.4904022
1/1/2018 19:50,3387.228027,11.80463982,3488.248491,199.2469025
1/1/2018 20:00,3209.018066,11.3635397,3386.244486,199.8054962
1/1/2018 20:10,3272.665039,11.63259029,3452.881108,198.2677002
1/1/2018 20:20,3209.698975,11.44476032,3407.867876,195.6320038
1/1/2018 20:30,3134.518066,11.27190018,3360.225775,196.6611023
1/1/2018 20:40,2977.824951,11.05900955,3292.880925,196.5158997
1/1/2018 20:50,3431.772949,12.10377979,3537.173706,198.2570038
1/1/2018 21:00,3604.209961,12.92813969,3597.469467,201.5825958
1/1/2018 21:10,3601.327881,13.31941986,3600.0,201.9421997
1/1/2018 21:20,3604.426025,13.12152004,3600.0,203.5077972
1/1/2018 21:30,3604.391113,13.23544979,3600.0,202.6929932
1/1/2018 21:40,3604.337891,13.23589993,3600.0,202.9362946
1/1/2018 21:50,3554.687988,13.02956009,3600.0,201.2539063
1/1/2018 22:00,3479.407959,12.96393967,3597.794635,201.3408966
1/1/2018 22:10,3472.333008,12.90295029,3597.13106,200.9795074
1/1/2018 22:20,3491.510986,12.76634026,3593.704942,200.9960022
1/1/2018 22:30,3536.989014,12.89834976,3597.059449,200.5142059
1/1/2018 22:40,3528.658936,12.74211025,3592.814313,202.8952942
1/1/2018 22:50,3581.540039,12.31826019,3562.990095,202.841095
1/1/2018 23:00,3570.079102,12.41880989,3572.556143,202.4118042
1/1/2018 23:10,3597.604004,12.54298973,3582.204643,201.6253052
1/1/2018 23:20,3441.025879,12.67599964,3589.945634,199.3220978
1/1/2018 23:30,3373.969971,13.00304985,3600.0,197.1307068
1/1/2018 23:40,3369.812988,13.29767036,3600.0,196.4936066
1/1/2018 23:50,3375.903076,12.84405994,3595.984792,195.3150024
1/2/2018 0:00,1048.959961,7.304613113,1159.231176,209.4839935
1/2/2018 0:10,979.9608765,7.163776875,1091.452072,212.3473969
1/2/2018 0:20,969.8032837,7.075486183,1050.334964,212.8506927
1/2/2018 0:30,986.7078247,7.054255009,1040.600521,213.9828949
1/2/2018 0:40,1254.062012,7.665124893,1344.459008,212.5735931
1/2/2018 0:50,1531.854004,8.378613472,1753.688825,209.0863037
1/2/2018 1:00,1647.985962,8.544137955,1855.280965,208.184494
1/2/2018 1:10,1759.162964,8.891946793,2074.580105,205.9474945
1/2/2018 1:20,2070.001953,9.467797279,2448.846964,203.7812958
1/2/2018 1:30,2349.626953,9.986474037,2783.663218,203.6071014
1/2/2018 1:40,2598.861084,10.44132996,3037.350769,204.3928986
1/2/2018 1:50,2881.657959,10.94509029,3252.708652,203.9580994
1/2/2018 2:00,3278.031006,11.72762012,3473.090795,202.5207977
1/2/2018 2:10,3298.879883,11.75205994,3478.017803,202.4127045
1/2/2018 2:20,3318.629883,11.87014961,3500.298621,200.9669037
1/2/2018 2:30,3448.175049,12.08732986,3534.881664,202.1286011
1/2/2018 2:40,3577.952881,12.67918968,3590.098867,200.5581055
1/2/2018 2:50,3598.479004,13.12724018,3600.0,201.0939026
1/2/2018 3:00,3603.194092,13.74808979,3600.0,202.2044983
1/2/2018 3:10,3600.871094,13.72381973,3600.0,203.1799011
1/2/2018 3:20,3601.156982,13.59587955,3600.0,202.3343964
1/2/2018 3:30,3603.072998,13.71520996,3600.0,203.5948944
1/2/2018 3:40,3603.434082,14.17415047,3600.0,204.0202942
1/2/2018 3:50,3603.688965,14.17166996,3600.0,203.6992035
1/2/2018 4:00,3603.565918,14.29284954,3600.0,204.9118958
1/2/2018 4:10,3603.702881,14.14015007,3600.0,202.5325928
1/2/2018 4:20,3603.653076,14.28324986,3600.0,202.1473999
1/2/2018 4:30,3603.493896,14.82180023,3600.0,201.5968018
1/2/2018 4:40,3603.208008,15.29409027,3600.0,201.7133942
1/2/2018 4:50,3603.63501,15.58183002,3600.0,203.1217957
1/2/2018 5:00,3603.666016,15.62203026,3600.0,203.9456024
1/2/2018 5:10,3603.336914,15.81826019,3600.0,199.5753937
1/2/2018 5:20,3603.485107,16.00909996,3600.0,199.5697021
1/2/2018 5:30,3603.542969,16.1455307,3600.0,200.8858032
1/2/2018 5:40,3603.52002,16.0315609,3600.0,199.8905945
1/2/2018 5:50,3603.375977,16.07241058,3600.0,198.5585022
1/2/2018 6:00,3603.138916,16.42658043,3600.0,202.6036072
1/2/2018 6:10,3603.150879,16.27462006,3600.0,203.5059967
1/2/2018 6:20,3603.290039,16.02776909,3600.0,202.8256073
1/2/2018 6:30,3603.354004,15.90668964,3600.0,203.6990051
1/2/2018 6:40,3603.110107,15.98458004,3600.0,200.8560028
1/2/2018 6:50,3603.070068,16.3017292,3600.0,198.8733063
1/2/2018 7:00,3603.290039,16.74374008,3600.0,200.1053925
1/2/2018 7:10,3602.888916,16.08974075,3600.0,197.8199005
1/2/2018 7:20,3603.104004,15.55249977,3600.0,197.1560974
1/2/2018 7:30,3602.660889,14.95512009,3600.0,197.184906
1/2/2018 7:40,3601.916992,15.84657955,3600.0,200.2268066
1/2/2018 7:50,3582.168945,13.45890045,3600.0,195.0491943
1/2/2018 8:00,3127.727051,10.7768898,3187.846549,194.602005
1/2/2018 8:10,3591.183105,14.73614025,3600.0,197.5263977
1/2/2018 8:20,3602.562988,14.88064957,3600.0,198.0823975
1/2/2018 8:30,3601.860107,14.16022968,3600.0,194.9118042
1/2/2018 8:40,3595.912109,14.11410999,3600.0,193.8336945
1/2/2018 8:50,3595.168945,13.72568989,3600.0,194.1197052
1/2/2018 9:00,3590.108887,13.63955021,3600.0,194.633194
1/2/2018 9:10,3592.2229,14.22426987,3600.0,191.9161987
1/2/2018 9:20,3451.397949,13.10842037,3600.0,192.2505035
1/2/2018 9:30,3524.693115,12.96125984,3597.776612,192.2577972
1/2/2018 9:40,3591.820068,13.69501972,3600.0,191.0666962
1/2/2018 9:50,3249.639893,11.54627991,3433.047287,189.9185028
1/2/2018 10:00,3528.270996,13.26651955,3600.0,187.8395996
1/2/2018 10:10,3520.330078,14.07551956,3600.0,190.8892059
1/2/2018 10:20,3592.537109,13.90579987,3600.0,188.0397034
1/2/2018 10:30,3590.076904,14.20102024,3600.0,188.5979004
1/2/2018 10:40,3598.303955,13.78652954,3600.0,187.510498
1/2/2018 10:50,3547.341064,13.05255032,3600.0,192.8634949
1/2/2018 11:00,3592.822021,12.95417023,3597.724007,194.9064026
1/2/2018 11:10,3227.930908,11.47591019,3415.809799,194.1797943
1/2/2018 11:20,3401.683105,11.94305038,3512.815335,202.0444946
1/2/2018 11:30,3332.659912,11.58664989,3442.501706,203.3744965
1/2/2018 11:40,3519.195068,13.2282896,3600.0,207.7288971
1/2/2018 11:50,3603.042969,14.46080017,3600.0,210.713501
1/2/2018 12:00,3602.541016,13.58191013,3600.0,208.0146942
1/2/2018 12:10,3580.521973,14.98604012,3600.0,210.3809052
1/2/2018 12:20,3602.681885,15.52534962,3600.0,206.4942932
1/2/2018 12:30,3602.941895,14.29419994,3600.0,202.6287994
1/2/2018 12:40,3567.235107,13.24092007,3600.0,204.8963928
1/2/2018 12:50,3593.980957,14.08401012,3600.0,207.8894958
1/2/2018 13:00,3502.676025,13.1743803,3600.0,204.365097
1/2/2018 13:10,3572.605957,12.90340996,3597.138048,202.4588013
1/2/2018 13:20,3453.524902,12.34185028,3565.377249,204.8296967
1/2/2018 13:30,3514.4729,12.17714024,3546.848195,204.2615051
1/2/2018 13:40,3310.069092,11.90120983,3505.74554,210.1967926
1/2/2018 13:50,3497.3479,12.11209965,3538.315745,211.2897949
1/2/2018 14:00,3462.13501,12.27756977,3558.664596,212.199707
1/2/2018 14:10,3308.635986,11.68010044,3463.195518,211.8457031
1/2/2018 14:20,3345.438965,11.94764042,3513.57234,215.1009064
1/2/2018 14:30,3409.305908,11.71805,3471.131563,213.4488983
1/2/2018 14:40,3542.572998,12.39025974,3570.001145,216.3565979
1/2/2018 14:50,3285.303955,11.47132015,3414.651631,211.5765991
1/2/2018 15:00,3601.284912,13.90285015,3600.0,214.0041046
1/2/2018 15:10,3603.0271,14.28260994,3600.0,214.0348969
1/2/2018 15:20,3582.74707,13.50732994,3600.0,212.614502
1/2/2018 15:30,3599.788086,14.51453018,3600.0,214.0254059
1/2/2018 15:40,3597.698975,14.61207008,3600.0,213.8889008
1/2/2018 15:50,3602.436035,16.34477997,3600.0,217.1728058
1/2/2018 16:00,3602.727051,15.7329998,3600.0,217.4904022
1/2/2018 16:10,3602.312988,14.67728996,3600.0,214.2799988
1/2/2018 16:20,3602.960938,15.40987968,3600.0,215.7991943
1/2/2018 16:30,3602.610107,16.18814087,3600.0,216.1325989
1/2/2018 16:40,3602.772949,15.13405037,3600.0,210.9501953
1/2/2018 16:50,3602.85791,15.96313953,3600.0,208.0110016
1/2/2018 17:00,3602.729004,16.93906975,3600.0,208.6860046
1/2/2018 17:10,3602.187988,18.45926094,3600.0,209.7041016
1/2/2018 17:20,3602.148926,18.22701073,3600.0,210.2669983
1/2/2018 17:30,3602.106934,18.37099075,3600.0,204.6175995
1/2/2018 17:40,3602.406006,17.82807922,3600.0,199.8101959
1/2/2018 17:50,3602.391113,17.92086983,3600.0,196.9920044
1/2/2018 18:00,3602.100098,17.54693031,3600.0,193.3386993
1/2/2018 18:10,3602.349121,17.58315086,3600.0,193.4232025
1/2/2018 18:20,3602.334961,18.20268059,3600.0,193.0623016
1/2/2018 18:30,3602.172119,18.7849102,3600.0,192.7597961
1/2/2018 18:40,3602.589111,19.65395927,3600.0,193.8430939
1/2/2018 18:50,3602.549072,18.77857971,3600.0,193.0621948
1/2/2018 19:00,3602.971924,18.63231087,3600.0,190.6407928
1/2/2018 19:10,3602.670898,18.07914925,3600.0,191.1580048
1/2/2018 19:20,3602.770996,17.45800018,3600.0,193.5287018
1/2/2018 19:30,3602.670898,16.67737007,3600.0,192.6340027
1/2/2018 19:40,3602.818115,15.66804981,3600.0,196.2006073
1/2/2018 19:50,3602.593018,15.39078045,3600.0,196.3460999
1/2/2018 20:00,3496.166016,17.05507088,3600.0,197.2608032
1/2/2018 20:10,3602.954102,17.16139984,3600.0,196.3302002
1/2/2018 20:20,3602.615967,17.87846947,3600.0,196.5238037
1/2/2018 20:30,3602.572021,18.5248394,3600.0,197.9624023
1/2/2018 20:40,3602.679932,18.44515991,3600.0,196.3417969
1/2/2018 20:50,3602.883057,18.79821014,3600.0,194.5346985
1/2/2018 21:00,3603.309082,19.20457077,3600.0,197.1959076
1/2/2018 21:10,3602.895996,18.74267006,3600.0,197.2131042
1/2/2018 21:20,3602.858887,18.86220932,3600.0,195.9020996
1/2/2018 21:30,3602.99707,19.67931938,3600.0,195.9850006
1/2/2018 21:40,3603.049072,20.14814949,3600.0,196.7333069
1/2/2018 21:50,3602.631104,19.75909996,3600.0,197.9869995
1/2/2018 22:00,3602.606934,20.57554054,3600.0,201.1773987
1/2/2018 22:10,3602.685059,20.71032906,3600.0,200.9073944
1/2/2018 22:20,3602.537109,21.10598946,3600.0,202.4053955
1/2/2018 22:30,3602.548096,21.75333977,3600.0,200.9559937
1/2/2018 22:40,3602.428955,21.37599945,3600.0,199.3271942
1/2/2018 22:50,3602.221924,21.92576027,3600.0,200.6607056
1/2/2018 23:00,3602.220947,21.44915962,3600.0,198.8713074
1/2/2018 23:10,3601.811035,19.33621025,3600.0,197.8529968
1/2/2018 23:20,3601.795898,18.75452995,3600.0,197.7801056
1/2/2018 23:30,3602.351074,19.32184982,3600.0,198.8005981
1/2/2018 23:40,3602.604004,18.7791996,3600.0,197.2366028
1/2/2018 23:50,3602.594971,19.38499069,3600.0,197.3475037
1/3/2018 0:00,3566.8731506773197,4.684497833,262.1063485,51.16915894
1/3/2018 0:10,3531.151330354639,4.377705097,196.5529345,37.42440033
1/3/2018 0:20,3495.4295100319587,3.969310999,122.183057,26.12659073
1/3/2018 0:30,3459.7076897092784,4.819458961,292.8539125,37.09207916
1/3/2018 0:40,3423.985869386598,5.434207916,450.2712378,32.17700958
1/3/2018 0:50,3388.2640490639174,5.599915981,498.20707,28.51563072
1/3/2018 1:00,3352.542228741237,5.864426136,580.2009552,29.60561943
1/3/2018 1:10,3316.820408418557,5.481966019,463.8270337,28.33992004
1/3/2018 1:20,3281.098588095876,6.521284103,814.3416035,17.44741058
1/3/2018 1:30,3245.3767677731958,6.490253925,802.1838767,20.35493088
1/3/2018 1:40,3209.6549474505155,5.627789021,506.5230177,13.61201954
1/3/2018 1:50,3173.933127127835,6.324977875,739.2130885,13.62992954
1/3/2018 2:00,3138.2113068051544,6.398347855,766.7986785,15.33036995
1/3/2018 2:10,3102.489486482474,6.573998928,835.2417804,14.82542992
1/3/2018 2:20,3066.767666159794,5.205535889,388.1445988,17.14012909
1/3/2018 2:30,3031.045845837113,5.354609013,428.1316007,21.3938694
1/3/2018 2:40,2995.324025514433,3.922697067,113.6358964,24.99312973
1/3/2018 2:50,2959.6022051917525,4.314087868,183.6510266,20.75826073
1/3/2018 3:00,2923.8803848690723,4.138027191,149.060115,17.09543037
1/3/2018 3:10,2888.158564546392,3.667910099,73.0614352,26.41452026
1/3/2018 3:20,2852.4367442237112,3.935327053,115.9174014,11.82252026
1/3/2018 3:30,2816.714923901031,3.350229979,37.02024234,30.64281082
1/3/2018 3:40,2780.99310357835,4.177535057,156.6854803,48.95587158
1/3/2018 3:50,2745.27128325567,3.680429935,74.8125497,38.61148071
1/3/2018 4:00,2709.5494629329896,3.645895958,70.04319773,61.27421188
1/3/2018 4:10,2673.8276426103093,3.434448004,45.00194156,48.56887054
1/3/2018 4:20,2638.105822287629,3.466011047,48.28565722,50.19766998
1/3/2018 4:30,2602.3840019649483,3.990525961,126.1881651,45.18238068
1/3/2018 4:40,2566.662181642268,3.803633928,93.38248496,46.21902084
1/3/2018 4:50,2530.9403613195873,4.069724083,136.0541513,15.97883987
1/3/2018 5:00,2495.218540996907,4.180127144,157.1884651,24.47193909
1/3/2018 5:10,2459.4967206742267,4.345411777,189.9758297,21.90685081
1/3/2018 5:20,2423.7749003515464,3.98368597,124.8889981,35.03499985
1/3/2018 5:30,2388.053080028866,3.824911118,96.83542391,46.22673035
1/3/2018 5:40,2352.3312597061854,3.386888027,40.35500452,50.10317993
1/3/2018 5:50,2316.609439383505,3.117675066,20.8733958,45.44493866
1/3/2018 6:00,2280.8876190608244,3.779800892,89.60078302,53.01408005
1/3/2018 6:10,2245.165798738144,3.512397051,53.40076465,49.68439865
1/3/2018 6:20,2209.443978415464,3.55685997,58.62696115,56.42823029
1/3/2018 6:30,2173.7221580927835,2.768383026,58.525588729999996,54.86968994
1/3/2018 6:40,2138.000337770103,3.555183887,58.42421631,72.92475891
1/3/2018 6:50,2102.2785174474225,2.467669964,56.99414522625,80.05375671
1/3/2018 7:00,2066.556697124742,1.502225995,55.5640741425,70.05116272
1/3/2018 7:10,2030.8348768020617,1.335093975,54.13400305875,20.89188004
1/3/2018 7:20,1995.1130564793814,1.507913947,52.703931975,44.47737122
1/3/2018 7:30,1959.3912361567009,1.495918989,51.27386089125,65.81115723
1/3/2018 7:40,1923.6694158340206,1.522688031,49.8437898075,68.47799683
1/3/2018 7:50,1887.94759551134,0.914517283,48.41371872375,87.36715698
1/3/2018 8:00,1852.2257751886596,0.700203478,46.98364764,62.35406113
1/3/2018 8:10,1816.5039548659793,1.109379053,45.55357655625,62.71846008
1/3/2018 8:20,1780.7821345432988,1.434409022,44.1235054725,170.0066071
1/3/2018 8:30,1745.0603142206185,1.746626973,42.693434388750006,176.0767059
1/3/2018 8:40,1709.338493897938,2.519784927,41.263363305,144.5903015
1/3/2018 8:50,1673.6166735752577,2.992203951,39.833292221250005,197.0908966
1/3/2018 9:00,1637.8948532525771,2.85493803,38.403221137500005,188.2411041
1/3/2018 9:10,1602.1730329298966,2.366580009,36.973150053750004,201.0072021
1/3/2018 9:20,1566.4512126072163,3.333187103,35.54307897,213.6165924
1/3/2018 9:30,1530.729392284536,3.677329063,74.37650284,205.7559967
1/3/2018 9:40,1495.0075719618553,3.722282887,80.84845782,199.6152039
1/3/2018 9:50,1459.285751639175,4.541118145,230.754114,214.0959015
1/3/2018 10:00,1423.5639313164947,4.108724117,143.4532874,214.4813995
1/3/2018 10:10,1387.8421109938145,3.635420084,68.63413734,200.4765015
1/3/2018 10:20,1352.1202906711337,3.344899893,36.55327145,189.0690002
1/3/2018 10:30,1316.3984703484534,4.075325012,137.1123981,193.2523041
1/3/2018 10:40,1280.6766500257731,3.003505945,16.11317358,183.8968964
1/3/2018 10:50,1244.9548297030924,4.45563221,212.6671284,189.8912964
1/3/2018 11:00,1209.233009380412,4.670608997,259.0115793,195.5802002
1/3/2018 11:10,1173.5111890577318,4.191781998,159.4541859,197.3401031
1/3/2018 11:20,1137.7893687350515,5.131960869,369.091994,199.2165985
1/3/2018 11:30,1102.0675484123708,4.757643223,278.6167066,194.8401031
1/3/2018 11:40,1066.3457280896905,4.211825848,163.3666961,203.6067963
1/3/2018 11:50,1030.6239077670102,4.027423859,128.1083336,190.2380066
1/3/2018 12:00,994.9020874443295,3.798028946,92.48494215,195.983902
1/3/2018 12:10,959.1802671216492,3.60788393,65.01411557,200.1685028
1/3/2018 12:20,923.4584467989689,3.127506018,21.38081533,199.9730072
1/3/2018 12:30,887.7366264762886,3.309792995,33.59111186,200.7306976
1/3/2018 12:40,852.0148061536079,2.91533494,113.46195343000001,187.6325073
1/3/2018 12:50,816.2929858309276,4.361929893,193.332795,173.2537994
1/3/2018 13:00,780.5711655082473,4.440526962,209.5162588,178.7026062
1/3/2018 13:10,744.849345185567,4.19259882,159.6132321,190.4902039
1/3/2018 13:20,709.1275248628863,3.591486931,62.91612494,200.5487061
1/3/2018 13:30,673.405704540206,4.589199066,241.1226101,189.5381927
1/3/2018 13:40,637.6838842175257,4.261725903,173.1962339,182.9138947
1/3/2018 13:50,601.962063894845,4.509977818,224.1146588,185.1790924
1/3/2018 14:00,566.2402435721647,4.506061077,223.2837285,183.1325073
1/3/2018 14:10,530.5184232494844,5.141982079,371.6612035,186.8800049
1/3/2018 14:20,494.7966029268041,5.747825146,543.1976655,182.6378021
1/3/2018 14:30,459.07478260412336,5.373491764,433.3329738,183.4351044
1/3/2018 14:40,423.35296228144307,5.018233776,340.4916999,190.2153931
1/3/2018 14:50,387.6311419587628,5.482956886,464.1104804,196.3321075
1/3/2018 15:00,351.90932163608204,5.693935871,526.5580662,196.3130035
1/3/2018 15:10,316.18750131340175,6.016439915,629.5509517,196.2059937
1/3/2018 15:20,280.46568099072147,5.75818491,546.4295933,194.3551025
1/3/2018 15:30,244.74386066804118,5.654818058,514.6584477,199.9539032
1/3/2018 15:40,209.02204034536044,6.354059219,750.0770909,203.2684021
1/3/2018 15:50,173.30022002268015,7.569488049,1293.948508,205.7687073
1/3/2018 16:00,137.5783997,8.194876671,1643.490688,199.6759033
1/3/2018 16:10,284.2168884,8.584049225,1880.071449,200.1694031
1/3/2018 16:20,396.6679077,8.67669487,1938.019541,201.2303925
1/3/2018 16:30,725.6403809,9.194405556,2269.994282,203.5567017
1/3/2018 16:40,1528.517944,9.330274582,2358.703787,205.7207031
1/3/2018 16:50,1821.39502,9.299724579,2338.72149,208.824707
1/3/2018 17:00,1731.375,8.673816681,1936.211185,210.1060028
1/3/2018 17:10,1947.654053,9.237607002,2298.153182,212.0554962
1/3/2018 17:20,2061.914063,9.655900002,2558.904067,213.5473938
1/3/2018 17:30,2111.23999,9.439748764,2430.44089,209.4680939
1/3/2018 17:40,2147.1521,9.441122055,2431.341869,208.0222931
